candidate_id,candidate_key,first_name,incumbent,last_name,name_display,order,party_id,percent,percent_display,seat,state_id,votes,winner,winner2,uncontested,party_id2,state_seat_count,district_vote_count,state_vote_count,district_candidate_count,wasted_winning_votes,wasted_losing_votes,wasted_votes
wagner-62594,wagnera,Ann,True,Wagner,Ann Wagner,2,republican,58.5,58.5,2,MO,241954,True,1,0,republican,8,413296,2750063,4,86264.0,0,86264.0
otto-65409,ottob,Bill,False,Otto,Bill Otto,1,democrat,37.7,37.7,2,MO,155689,False,0,0,democrat,8,413296,2750063,4,0.0,155689,155689.0
higgins-1338,higginsj,Jim,False,Higgins,Jim Higgins,3,libertarian,2.8,2.8,2,MO,11758,False,0,0,other,8,413296,2750063,4,0.0,11758,11758.0
arnold-65816,arnoldd,David,False,Arnold,David Arnold,4,green,0.9,0.9,2,MO,3895,False,0,0,other,8,413296,2750063,4,0.0,3895,3895.0
luetkemeyer-55466,luetkemeyerb,Blaine,True,Luetkemeyer,Blaine Luetkemeyer,2,republican,67.8,67.8,3,MO,249865,True,1,0,republican,8,368323,2750063,4,146973.0,0,146973.0
miller-65410,millerk,Kevin,False,Miller,Kevin Miller,1,democrat,27.9,27.9,3,MO,102891,False,0,0,democrat,8,368323,2750063,4,0.0,102891,102891.0
hogan-65388,hogand,Dan,False,Hogan,Dan Hogan,3,libertarian,3.2,3.2,3,MO,11962,False,0,0,other,8,368323,2750063,4,0.0,11962,11962.0
simmons-65389,simmonsd,Doanita,False,Simmons,Doanita Simmons,4,constitution,1.0,1.0,3,MO,3605,False,0,0,other,8,368323,2750063,4,0.0,3605,3605.0
hartzler-29019,hartzlerv,Vicky,True,Hartzler,Vicky Hartzler,2,republican,67.8,67.8,4,MO,225348,True,1,0,republican,8,332234,2750063,3,132837.0,0,132837.0
christensen-65390,christenseng,Gordon,False,Christensen,Gordon Christensen,1,democrat,27.8,27.8,4,MO,92510,False,0,0,democrat,8,332234,2750063,3,0.0,92510,92510.0
bliss-65391,blissm,Mark,False,Bliss,Mark Bliss,3,libertarian,4.3,4.3,4,MO,14376,False,0,0,other,8,332234,2750063,3,0.0,14376,14376.0
cleaver-50040,cleavere,Emanuel,True,Cleaver,Emanuel Cleaver II,1,democrat,58.8,58.8,5,MO,190766,True,1,0,democrat,8,324270,2750063,3,66994.0,0,66994.0
turk-51614,turkj,Jacob,False,Turk,Jacob Turk,2,republican,38.2,38.2,5,MO,123771,False,0,0,republican,8,324270,2750063,3,0.0,123771,123771.0
welborn-64298,welbornr,Roy,False,Welborn,Roy Welborn,3,libertarian,3.0,3.0,5,MO,9733,False,0,0,other,8,324270,2750063,3,0.0,9733,9733.0
graves-1342,gravess,Sam,True,Graves,Sam Graves,2,republican,68.0,68.0,6,MO,238388,True,1,0,republican,8,350444,2750063,4,138695.0,0,138695.0
blackwell-65411,blackwelld,David,False,Blackwell,David Blackwell,1,democrat,28.4,28.4,6,MO,99692,False,0,0,democrat,8,350444,2750063,4,0.0,99692,99692.0
monchil-62425,monchilr,Russ,False,Monchil,Russ Monchil,3,libertarian,2.3,2.3,6,MO,8123,False,0,0,other,8,350444,2750063,4,0.0,8123,8123.0
diel-65817,dielm,Mike,False,Diel,Mike Diel,4,green,1.2,1.2,6,MO,4241,False,0,0,other,8,350444,2750063,4,0.0,4241,4241.0
long-61089,longb,Billy,True,Long,Billy Long,2,republican,67.5,67.5,7,MO,228692,True,1,0,republican,8,338601,2750063,3,135935.0,0,135935.0
williams-64303,williamsg,Genevieve,False,Williams,Genevieve Williams,1,democrat,27.4,27.4,7,MO,92756,False,0,0,democrat,8,338601,2750063,3,0.0,92756,92756.0
brixey-65402,brixeyb,Benjamin,False,Brixey,Benjamin Brixey,3,libertarian,5.1,5.1,7,MO,17153,False,0,0,other,8,338601,2750063,3,0.0,17153,17153.0
smith-62802,smithj,Jason,True,Smith,Jason Smith,2,republican,74.4,74.4,8,MO,229792,True,1,0,republican,8,308871,2750063,3,159782.0,0,159782.0
cowell-65403,cowelld,Dave,False,Cowell,Dave Cowell,1,democrat,22.7,22.7,8,MO,70009,False,0,0,democrat,8,308871,2750063,3,0.0,70009,70009.0
shell-65405,shellj,Jonathan,False,Shell,Jonathan Shell,3,libertarian,2.9,2.9,8,MO,9070,False,0,0,other,8,308871,2750063,3,0.0,9070,9070.0
kelly-64498,kellyt,Trent,True,Kelly,Trent Kelly,1,republican,68.7,68.7,1,MS,206455,True,1,0,republican,4,300423,1182273,4,122507.0,0,122507.0
owens-64682,owensj,Jacob,False,Owens,Jacob Owens,2,democrat,27.9,27.9,1,MS,83947,False,0,0,democrat,4,300423,1182273,4,0.0,83947,83947.0
wilson-65501,wilsonc,Chase,False,Wilson,Chase Wilson,4,libertarian,2.1,2.1,1,MS,6181,False,0,0,other,4,300423,1182273,4,0.0,6181,6181.0
toole-64537,toolec,Cathy,False,Toole,Cathy Toole,3,reform,1.3,1.3,1,MS,3840,False,0,0,other,4,300423,1182273,4,0.0,3840,3840.0
thompson-1335,thompsonb,Bennie,True,Thompson,Bennie Thompson,2,democrat,67.1,67.1,2,MS,192343,True,1,0,democrat,4,286626,1182273,4,108800.0,0,108800.0
bouie-64684,bouiej,John,False,Bouie,John Bouie,1,republican,29.1,29.1,2,MS,83542,False,0,0,republican,4,286626,1182273,4,0.0,83542,83542.0
ray-64225,rayt,Troy,False,Ray,Troy Ray,4,independent,2.4,2.4,2,MS,6918,False,0,0,other,4,286626,1182273,4,0.0,6918,6918.0
mcleod-65502,mcleodj,Johnny,False,McLeod,Johnny McLeod,3,reform,1.3,1.3,2,MS,3823,False,0,0,other,4,286626,1182273,4,0.0,3823,3823.0
harper-57825,harperg,Gregg,True,Harper,Gregg Harper,1,republican,66.2,66.2,3,MS,209490,True,1,0,republican,4,316445,1182273,4,113388.0,0,113388.0
quinn-63543,quinnd,Dennis,False,Quinn,Dennis Quinn,2,democrat,30.4,30.4,3,MS,96101,False,0,0,democrat,4,316445,1182273,4,0.0,96101,96101.0
gerrard-64227,gerrardr,Roger,False,Gerrard,Roger Gerrard,3,veterans-party-of-america,2.7,2.7,3,MS,8696,False,0,0,other,4,316445,1182273,4,0.0,8696,8696.0
sheets-65503,sheetsl,Lajena,False,Sheets,Lajena Sheets,4,reform,0.7,0.7,3,MS,2158,False,0,0,other,4,316445,1182273,4,0.0,2158,2158.0
palazzo-60439,palazzos,Steven,True,Palazzo,Steven M. Palazzo,2,republican,65.0,65.0,4,MS,181323,True,1,0,republican,4,278779,1182273,4,103817.0,0,103817.0
gladney-64686,gladneym,Mark,False,Gladney,Mark Gladney,1,democrat,27.8,27.8,4,MS,77505,False,0,0,democrat,4,278779,1182273,4,0.0,77505,77505.0
mccluskey-65504,mccluskeyr,Richard,False,McCluskey,Richard McCluskey,3,libertarian,5.3,5.3,4,MS,14687,False,0,0,other,4,278779,1182273,4,0.0,14687,14687.0
ohara-28217,oharas,Shawn,False,O'Hara,Shawn O'Hara,4,reform,1.9,1.9,4,MS,5264,False,0,0,other,4,278779,1182273,4,0.0,5264,5264.0
zinke-63730,zinker,Ryan,True,Zinke,Ryan Zinke,2,republican,56.2,56.2,1,MT,285358,True,1,0,republican,1,507831,507831,3,79438.0,0,79438.0
juneau-65129,juneaud,Denise,False,Juneau,Denise Juneau,1,democrat,40.5,40.5,1,MT,205919,False,0,0,democrat,1,507831,507831,3,0.0,205919,205919.0
breckenridge-65829,breckenridger,Rick,False,Breckenridge,Rick Breckenridge,3,libertarian,3.3,3.3,1,MT,16554,False,0,0,other,1,507831,507831,3,0.0,16554,16554.0
butterfield-34352,butterfieldg,G.K.,True,Butterfield,G.K. Butterfield,2,democrat,68.6,68.6,1,NC,240661,True,1,0,democrat,13,350699,4598458,3,139093.0,0,139093.0
dew-64971,dewh,H. Powell,False,Dew,H. Powell Dew,1,republican,29.0,29.0,1,NC,101567,False,0,0,republican,13,350699,4598458,3,0.0,101567,101567.0
summerell-65331,summerellj,J.J.,False,Summerell,J.J. Summerell,3,libertarian,2.4,2.4,1,NC,8471,False,0,0,other,13,350699,4598458,3,0.0,8471,8471.0
holding-61779,holdingg,George,True,Holding,George Holding,1,republican,56.7,56.7,2,NC,221485,True,1,0,republican,13,390567,4598458,2,26201.0,0,26201.0
mcneil-64748,mcneilj,John,False,McNeil,John McNeil,2,democrat,43.3,43.3,2,NC,169082,False,0,0,democrat,13,390567,4598458,2,0.0,169082,169082.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,NC,0,False,0,0,other,13,390567,4598458,2,0.0,0,0.0
jones-1362,jonesw,Walter,True,Jones,Walter B. Jones,1,republican,67.2,67.2,3,NC,217531,True,1,0,republican,13,323701,4598458,2,55680.0,0,55680.0
reeves-63303,reevese,Ernest,False,Reeves,Ernest Reeves,2,democrat,32.8,32.8,3,NC,106170,False,0,0,democrat,13,323701,4598458,2,0.0,106170,106170.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,NC,0,False,0,0,other,13,323701,4598458,2,0.0,0,0.0
price-450,priced,David,True,Price,David E. Price,2,democrat,68.2,68.2,4,NC,279380,True,1,0,democrat,13,409541,4598458,2,74609.0,0,74609.0
googe-64736,googes,Sue,False,Googe,Sue Googe,1,republican,31.8,31.8,4,NC,130161,False,0,0,republican,13,409541,4598458,2,0.0,130161,130161.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,NC,0,False,0,0,other,13,409541,4598458,2,0.0,0,0.0
foxx-1877,foxxv,Virginia,True,Foxx,Virginia Foxx,1,republican,58.4,58.4,5,NC,207625,True,1,0,republican,13,355512,4598458,2,29868.0,0,29868.0
brannon-63385,brannonj,Josh,False,Brannon,Josh Brannon,2,democrat,41.6,41.6,5,NC,147887,False,0,0,democrat,13,355512,4598458,2,0.0,147887,147887.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,5,NC,0,False,0,0,other,13,355512,4598458,2,0.0,0,0.0
walker-63389,walkerm,Mark,True,Walker,Mark Walker,1,republican,59.2,59.2,6,NC,207983,True,1,0,republican,13,351150,4598458,2,32407.0,0,32407.0
glidewell-64739,glidewellp,Pete,False,Glidewell,Pete Glidewell,2,democrat,40.8,40.8,6,NC,143167,False,0,0,democrat,13,351150,4598458,2,0.0,143167,143167.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,NC,0,False,0,0,other,13,351150,4598458,2,0.0,0,0.0
rouzer-35605,rouzerd,David,True,Rouzer,David Rouzer,1,republican,60.9,60.9,7,NC,211801,True,1,0,republican,13,347706,4598458,2,37947.0,0,37947.0
casteen-63398,casteenj,J. Wesley,False,Casteen,J. Wesley Casteen,2,democrat,39.1,39.1,7,NC,135905,False,0,0,democrat,13,347706,4598458,2,0.0,135905,135905.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,NC,0,False,0,0,other,13,347706,4598458,2,0.0,0,0.0
hudson-61758,hudsonr,Richard,True,Hudson,Richard Hudson,1,republican,58.8,58.8,8,NC,189863,True,1,0,republican,13,323045,4598458,2,28340.0,0,28340.0
mills-64741,millst,Thomas,False,Mills,Thomas Mills,2,democrat,41.2,41.2,8,NC,133182,False,0,0,democrat,13,323045,4598458,2,0.0,133182,133182.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,NC,0,False,0,0,other,13,323045,4598458,2,0.0,0,0.0
pittenger-56030,pittengerr,Robert,True,Pittenger,Robert Pittenger,1,republican,58.2,58.2,9,NC,193452,True,1,0,republican,13,332493,4598458,2,27205.0,0,27205.0
cano-64742,canoc,Christian,False,Cano,Christian Cano,2,democrat,41.8,41.8,9,NC,139041,False,0,0,democrat,13,332493,4598458,2,0.0,139041,139041.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,9,NC,0,False,0,0,other,13,332493,4598458,2,0.0,0,0.0
mchenry-35265,mchenryp,Patrick,True,McHenry,Patrick T. McHenry,1,republican,63.1,63.1,10,NC,220825,True,1,0,republican,13,349744,4598458,2,45952.0,0,45952.0
millard-64744,millarda,Andy,False,Millard,Andy Millard,2,democrat,36.9,36.9,10,NC,128919,False,0,0,democrat,13,349744,4598458,2,0.0,128919,128919.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,10,NC,0,False,0,0,other,13,349744,4598458,2,0.0,0,0.0
meadows-61773,meadowsm,Mark,True,Meadows,Mark Meadows,1,republican,64.1,64.1,11,NC,230405,True,1,0,republican,13,359508,4598458,2,50650.0,0,50650.0
bryson-64745,brysonr,Rick,False,Bryson,Rick Bryson,2,democrat,35.9,35.9,11,NC,129103,False,0,0,democrat,13,359508,4598458,2,0.0,129103,129103.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,11,NC,0,False,0,0,other,13,359508,4598458,2,0.0,0,0.0
adams-55929,adamsa,Alma,True,Adams,Alma Adams,2,democrat,67.0,67.0,12,NC,234115,True,1,0,democrat,13,349300,4598458,2,59464.0,0,59464.0
threatt-63409,threattl,Leon,False,Threatt,Leon Threatt,1,republican,33.0,33.0,12,NC,115185,False,0,0,republican,13,349300,4598458,2,0.0,115185,115185.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,12,NC,0,False,0,0,other,13,349300,4598458,2,0.0,0,0.0
budd-64970,buddt,Ted,False,Budd,Ted Budd,1,republican,56.1,56.1,13,NC,199443,True,1,0,republican,13,355492,4598458,2,21696.0,0,21696.0
davis-63388,davisb,Bruce,False,Davis,Bruce Davis,2,democrat,43.9,43.9,13,NC,156049,False,0,0,democrat,13,355492,4598458,2,0.0,156049,156049.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,13,NC,0,False,0,0,other,13,355492,4598458,2,0.0,0,0.0
cramer-62068,cramerk,Kevin,True,Cramer,Kevin Cramer,2,republican,69.2,69.2,1,ND,233980,True,1,0,republican,1,337885,337885,3,153602.0,0,153602.0
iron-eyes-64940,iron_eyesc,Chase,False,Iron Eyes,Chase Iron Eyes,1,democrat,23.8,23.8,1,ND,80377,False,0,0,democrat,1,337885,337885,3,0.0,80377,80377.0
seaman-63832,seamanj,Jack,False,Seaman,Jack Seaman,3,libertarian,7.0,7.0,1,ND,23528,False,0,0,other,1,337885,337885,3,0.0,23528,23528.0
fortenberry-49989,fortenberryj,Jeff,True,Fortenberry,Jeff Fortenberry,1,republican,69.5,69.5,1,NE,189771,True,1,0,republican,3,273238,748728,2,53151.0,0,53151.0
wik-64837,wikd,Daniel,False,Wik,Daniel Wik,2,democrat,30.5,30.5,1,NE,83467,False,0,0,democrat,3,273238,748728,2,0.0,83467,83467.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,NE,0,False,0,0,other,3,273238,748728,2,0.0,0,0.0
bacon-64838,bacond,Don,False,Bacon,Don Bacon,1,republican,48.9,48.9,2,NE,141066,True,1,0,republican,3,288308,748728,3,3463.0,0,3463.0
ashford-63450,ashfordb,Brad,True,Ashford,Brad Ashford,2,democrat,47.7,47.7,2,NE,137602,False,0,0,democrat,3,288308,748728,3,0.0,137602,137602.0
laird-59388,lairds,Steven,False,Laird,Steven Laird,3,libertarian,3.3,3.3,2,NE,9640,False,0,0,other,3,288308,748728,3,0.0,9640,9640.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,NE,0,False,0,0,democrat,3,187182,748728,1,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,NE,0,False,0,0,other,3,187182,748728,1,0.0,0,0.0
smith-30010,smitha,Adrian,True,Smith,Adrian Smith,1,republican,100.0,100.0,3,NE,187182,True,1,1,republican,3,187182,748728,1,93590.0,0,93590.0
shea-porter-53539,shea_porterc,Carol,False,Shea-Porter,Carol Shea-Porter,5,democrat,44.3,44.3,1,NH,162080,True,1,0,democrat,2,365572,715844,5,4903.0,0,4903.0
guinta-61212,guintaf,Frank,True,Guinta,Frank C. Guinta,1,republican,43.0,43.0,1,NH,157176,False,0,0,republican,2,365572,715844,5,0.0,157176,157176.0
oconnor-65444,oconnors,Shawn,False,O'Connor,Shawn O'Connor,4,independent,9.5,9.5,1,NH,34735,False,0,0,other,2,365572,715844,5,0.0,34735,34735.0
kelly-62708,kellyb,Brendan,False,Kelly,Brendan Kelly,2,independent,1.7,1.7,1,NH,6074,False,0,0,other,2,365572,715844,5,0.0,6074,6074.0
lombardo-65447,lombardor,Robert,False,Lombardo,Robert Lombardo,3,libertarian,1.5,1.5,1,NH,5507,False,0,0,other,2,365572,715844,5,0.0,5507,5507.0
kuster-61213,kustera,Ann,True,Kuster,Ann McLane Kuster,2,democrat,49.8,49.8,2,NH,174371,True,1,0,democrat,2,350272,715844,3,15545.0,0,15545.0
lawrence-56432,lawrencej,Jim,False,Lawrence,Jim Lawrence,3,republican,45.3,45.3,2,NH,158825,False,0,0,republican,2,350272,715844,3,0.0,158825,158825.0
babiarz-1072,babiarzj,John,False,Babiarz,John Babiarz,1,independent,4.9,4.9,2,NH,17076,False,0,0,other,2,350272,715844,3,0.0,17076,17076.0
norcross-63457,norcrossd,Donald,True,Norcross,Donald Norcross,1,democrat,60.0,60.0,1,NJ,183231,True,1,0,democrat,12,305473,3463311,5,70842.0,0,70842.0
patterson-65128,pattersonb,Bob,False,Patterson,Bob Patterson,2,republican,36.8,36.8,1,NJ,112388,False,0,0,republican,12,305473,3463311,5,0.0,112388,112388.0
tomaszewski-63892,tomaszewskis,Scot,False,Tomaszewski,Scot Tomaszewski,4,independent,1.8,1.8,1,NJ,5473,False,0,0,other,12,305473,3463311,5,0.0,5473,5473.0
sihr-65704,sihrw,William,False,Sihr,William Sihr,5,libertarian,0.8,0.8,1,NJ,2410,False,0,0,other,12,305473,3463311,5,0.0,2410,2410.0
berman-63890,bermanm,Mike,False,Berman,Mike Berman,3,independent,0.6,0.6,1,NJ,1971,False,0,0,other,12,305473,3463311,5,0.0,1971,1971.0
lobiondo-371,lobiondof,Frank,True,LoBiondo,Frank A. LoBiondo,2,republican,59.2,59.2,2,NJ,176338,True,1,0,republican,12,297795,3463311,7,65499.0,0,65499.0
cole-63458,coled,David,False,Cole,David Cole,1,democrat,37.2,37.2,2,NJ,110838,False,0,0,democrat,12,297795,3463311,7,0.0,110838,110838.0
ordille-62573,ordillej,John,False,Ordille,John Ordille,7,libertarian,1.3,1.3,2,NJ,3773,False,0,0,other,12,297795,3463311,7,0.0,3773,3773.0
keenan-65355,keenanj,James,False,Keenan,James Keenan,6,independent,0.9,0.9,2,NJ,2653,False,0,0,other,12,297795,3463311,7,0.0,2653,2653.0
fenichel-31103,fenichels,Steven,False,Fenichel,Steven Fenichel,4,independent,0.5,0.5,2,NJ,1574,False,0,0,other,12,297795,3463311,7,0.0,1574,1574.0
beechwood-65356,beechwoode,Eric,False,Beechwood,Eric Beechwood,3,independent,0.5,0.5,2,NJ,1387,False,0,0,other,12,297795,3463311,7,0.0,1387,1387.0
franco-65354,francog,Gabriel,False,Franco,Gabriel Franco,5,independent,0.4,0.4,2,NJ,1232,False,0,0,other,12,297795,3463311,7,0.0,1232,1232.0
macarthur-63460,macarthurt,Tom,True,MacArthur,Tom MacArthur,2,republican,59.3,59.3,3,NJ,194596,True,1,0,republican,12,328060,3463311,3,67069.0,0,67069.0
lavergne-62575,lavergnef,Frederick,False,LaVergne,Frederick LaVergne,1,democrat,38.9,38.9,3,NJ,127526,False,0,0,democrat,12,328060,3463311,3,0.0,127526,127526.0
berlinski-65357,berlinskil,Lawrence,False,Berlinski,Lawrence Berlinski,3,constitution,1.8,1.8,3,NJ,5938,False,0,0,other,12,328060,3463311,3,0.0,5938,5938.0
smith-1352,smithc,Chris,True,Smith,Christopher H. Smith,2,republican,63.7,63.7,4,NJ,211992,True,1,0,republican,12,332684,3463311,4,100459.0,0,100459.0
phillipson-65114,phillipsonl,Lorna,False,Phillipson,Lorna Phillipson,1,democrat,33.5,33.5,4,NJ,111532,False,0,0,democrat,12,332684,3463311,4,0.0,111532,111532.0
schroeder-63128,schroederh,Hank,False,Schroeder,Hank Schroeder,4,independent,1.8,1.8,4,NJ,5840,False,0,0,other,12,332684,3463311,4,0.0,5840,5840.0
marcus-65359,marcusj,Jeremy,False,Marcus,Jeremy Marcus,3,libertarian,1.0,1.0,4,NJ,3320,False,0,0,other,12,332684,3463311,4,0.0,3320,3320.0
gottheimer-65116,gottheimerj,Joshua,False,Gottheimer,Joshua Gottheimer,1,democrat,51.1,51.1,5,NJ,172587,True,1,0,democrat,12,337701,3463311,3,14896.0,0,14896.0
garrett-556,garretts,Scott,True,Garrett,Scott Garrett,2,republican,46.7,46.7,5,NJ,157690,False,0,0,republican,12,337701,3463311,3,0.0,157690,157690.0
belusic-65362,belusicc,Claudio,False,Belusic,Claudio Belusic,3,libertarian,2.2,2.2,5,NJ,7424,False,0,0,other,12,337701,3463311,3,0.0,7424,7424.0
pallone-375,pallonef,Frank,True,Pallone,Frank Pallone Jr.,1,democrat,63.7,63.7,6,NJ,167895,True,1,0,democrat,12,263435,3463311,4,75986.0,0,75986.0
sonnek-schmelz-65126,sonnek_schmelzb,Brent,False,Sonnek-Schmelz,Brent Sonnek-Schmelz,2,republican,34.9,34.9,6,NJ,91908,False,0,0,republican,12,263435,3463311,4,0.0,91908,91908.0
malliah-65363,malliahr,Rajit,False,Malliah,Rajit Malliah,3,green,0.7,0.7,6,NJ,1912,False,0,0,other,12,263435,3463311,4,0.0,1912,1912.0
shamy-65364,shamyj,Judith,False,Shamy,Judith Shamy,4,libertarian,0.7,0.7,6,NJ,1720,False,0,0,other,12,263435,3463311,4,0.0,1720,1720.0
lance-56743,lancel,Leonard,True,Lance,Leonard Lance,2,republican,54.1,54.1,7,NJ,185850,True,1,0,republican,12,343635,3463311,4,37661.0,0,37661.0
jacob-65118,jacobp,Peter,False,Jacob,Peter Jacob,1,democrat,43.1,43.1,7,NJ,148188,False,0,0,democrat,12,343635,3463311,4,0.0,148188,148188.0
oneill-65372,oneilld,Dan,False,O'Neill,Dan O'Neill,4,libertarian,1.6,1.6,7,NJ,5343,False,0,0,other,12,343635,3463311,4,0.0,5343,5343.0
haussmann-65365,haussmanna,Arthur,False,Haussmann,Arthur Haussmann,3,independent,1.2,1.2,7,NJ,4254,False,0,0,other,12,343635,3463311,4,0.0,4254,4254.0
sires-56705,siresa,Albio,True,Sires,Albio Sires,1,democrat,77.0,77.0,8,NJ,134733,True,1,0,democrat,12,174889,3463311,4,102395.0,0,102395.0
khan-65119,khana,Agha,False,Khan,Agha Khan,2,republican,18.5,18.5,8,NJ,32337,False,0,0,republican,12,174889,3463311,4,0.0,32337,32337.0
olivera-62581,oliverap,Pablo,False,Olivera,Pablo Olivera,4,independent,2.5,2.5,8,NJ,4381,False,0,0,other,12,174889,3463311,4,0.0,4381,4381.0
delaney-65366,delaneyd,Dan,False,Delaney,Dan Delaney,3,libertarian,2.0,2.0,8,NJ,3438,False,0,0,other,12,174889,3463311,4,0.0,3438,3438.0
pascrell-378,pascrellb,Bill,True,Pascrell,Bill Pascrell Jr.,1,democrat,69.7,69.7,9,NJ,162642,True,1,0,democrat,12,233242,3463311,4,97265.0,0,97265.0
castillo-51418,castilloh,Hector,False,Castillo,Hector Castillo,2,republican,28.0,28.0,9,NJ,65376,False,0,0,republican,12,233242,3463311,4,0.0,65376,65376.0
rivera-65367,riverad,Diego,False,Rivera,Diego Rivera,4,libertarian,1.4,1.4,9,NJ,3327,False,0,0,other,12,233242,3463311,4,0.0,3327,3327.0
boss-59593,bossj,Jeff,False,Boss,Jeff Boss,3,independent,0.8,0.8,9,NJ,1897,False,0,0,other,12,233242,3463311,4,0.0,1897,1897.0
payne-jr-382,payne_jrd,Donald,True,Payne Jr.,Donald M. Payne Jr.,1,democrat,85.7,85.7,10,NJ,190856,True,1,0,democrat,12,222771,3463311,4,164405.0,0,164405.0
pinckney-65121,pinckneyd,David,False,Pinckney,David Pinckney,2,republican,11.9,11.9,10,NJ,26450,False,0,0,republican,12,222771,3463311,4,0.0,26450,26450.0
miller-60459,millerj,Joanne,False,Miller,Joanne Miller,4,independent,1.7,1.7,10,NJ,3719,False,0,0,other,12,222771,3463311,4,0.0,3719,3719.0
fraser-63470,frasera,Aaron,False,Fraser,Aaron Fraser,3,independent,0.8,0.8,10,NJ,1746,False,0,0,other,12,222771,3463311,4,0.0,1746,1746.0
frelinghuysen-384,frelinghuysenr,Rodney,True,Frelinghuysen,Rodney Frelinghuysen,2,republican,58.0,58.0,11,NJ,194299,True,1,0,republican,12,334992,3463311,4,64136.0,0,64136.0
wenzel-65123,wenzelj,Joseph,False,Wenzel,Joseph Wenzel,1,democrat,38.9,38.9,11,NJ,130162,False,0,0,democrat,12,334992,3463311,4,0.0,130162,130162.0
depasquale-65368,depasqualet,Thomas,False,Depasquale,Thomas Depasquale,3,independent,2.1,2.1,11,NJ,7056,False,0,0,other,12,334992,3463311,4,0.0,7056,7056.0
hetrick-65369,hetrickj,Jeff,False,Hetrick,Jeff Hetrick,4,libertarian,1.0,1.0,11,NJ,3475,False,0,0,other,12,334992,3463311,4,0.0,3475,3475.0
watson-coleman-31050,watson_colemanb,Bonnie,True,Watson Coleman,Bonnie Watson Coleman,1,democrat,62.9,62.9,12,NJ,181430,True,1,0,democrat,12,288634,3463311,7,89022.0,0,89022.0
uccio-65124,uccios,Steven,False,Uccio,Steven Uccio,2,republican,32.0,32.0,12,NJ,92407,False,0,0,republican,12,288634,3463311,7,0.0,92407,92407.0
forchion-51190,forchione,Edward,False,Forchion,Edward Forchion,5,independent,2.1,2.1,12,NJ,6094,False,0,0,other,12,288634,3463311,7,0.0,6094,6094.0
shapiro-62576,shapiror,Robert,False,Shapiro,Robert Shapiro,6,independent,1.0,1.0,12,NJ,2775,False,0,0,other,12,288634,3463311,7,0.0,2775,2775.0
fitzpatrick-65371,fitzpatrickt,Thomas,False,Fitzpatrick,Thomas Fitzpatrick,4,libertarian,0.9,0.9,12,NJ,2482,False,0,0,other,12,288634,3463311,7,0.0,2482,2482.0
welzer-58874,welzers,Steven,False,Welzer,Steven Welzer,7,green,0.7,0.7,12,NJ,2135,False,0,0,other,12,288634,3463311,7,0.0,2135,2135.0
bollentin-65370,bollentinm,Michael,False,Bollentin,Michael Bollentin,3,independent,0.5,0.5,12,NJ,1311,False,0,0,other,12,288634,3463311,7,0.0,1311,1311.0
lujan-grisham-59726,lujan_grishamm,Michelle,True,Lujan Grisham,Michelle Lujan Grisham,2,democrat,65.1,65.1,1,NM,181088,True,1,0,democrat,3,277967,780056,2,42104.0,0,42104.0
priem-63675,priemr,Richard,False,Priem,Richard Priem,1,republican,34.9,34.9,1,NM,96879,False,0,0,republican,3,277967,780056,2,0.0,96879,96879.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,NM,0,False,0,0,other,3,277967,780056,2,0.0,0,0.0
pearce-31918,pearces,Steve,True,Pearce,Steve Pearce,1,republican,62.7,62.7,2,NM,143515,True,1,0,republican,3,228747,780056,2,29141.0,0,29141.0
soules-64932,soulesm,Merrie Lee,False,Soules,Merrie Lee Soules,2,democrat,37.3,37.3,2,NM,85232,False,0,0,democrat,3,228747,780056,2,0.0,85232,85232.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,NM,0,False,0,0,other,3,228747,780056,2,0.0,0,0.0
lujan-56805,lujanb,Ben Ray,True,Lujan,Ben Ray Luján,2,democrat,62.4,62.4,3,NM,170612,True,1,0,democrat,3,273342,780056,2,33940.0,0,33940.0
romero-64934,romerom,Michael,False,Romero,Michael Romero,1,republican,37.6,37.6,3,NM,102730,False,0,0,republican,3,273342,780056,2,0.0,102730,102730.0
